3.600,6.000,5.600,4.755,974.000
3.600,6.400,5.600,4.530,886.000
3.600,6.800,5.200,4.626,869.000
3.600,6.800,5.600,4.349,837.000
4.000,5.200,5.600,4.707,1067.000
4.000,5.600,5.200,4.707,1071.000
4.000,5.600,5.600,4.421,1023.000
4.000,6.000,4.800,4.800,1101.000
4.000,6.000,5.200,4.457,1031.000
4.000,6.000,5.600,4.200,936.000
4.000,6.400,4.800,4.571,989.000
4.000,6.400,5.200,4.259,929.000
4.000,6.400,5.600,4.024,848.000
4.000,6.800,4.400,4.785,941.000
4.000,6.800,4.800,4.387,894.000
4.000,6.800,5.200,4.099,834.000
4.000,6.800,5.600,3.880,809.000
4.400,4.800,5.600,4.563,1106.000
4.400,5.200,5.200,4.516,1133.000
4.400,5.200,5.600,4.252,1079.000
4.400,5.600,4.800,4.563,1161.000
4.400,5.600,5.200,4.252,1081.000
4.400,5.600,5.600,4.017,969.000
4.400,6.000,4.400,4.714,1133.000
4.400,6.000,4.800,4.328,1064.000
4.400,6.000,5.200,4.047,976.000
4.400,6.000,5.600,3.834,940.000
4.400,6.400,4.400,4.494,1128.000
4.400,6.400,4.800,4.141,1040.000
4.400,6.400,5.200,3.883,978.000
4.400,6.400,5.600,3.687,882.000
4.400,6.800,4.000,4.785,1087.000
4.400,6.800,4.400,4.315,1019.000
4.400,6.800,4.800,3.989,965.000
4.400,6.800,5.200,3.750,887.000
4.400,6.800,5.600,3.566,862.000
4.800,4.400,5.600,4.563,1105.000
4.800,4.800,5.200,4.457,1152.000
4.800,4.800,5.600,4.200,1035.000
4.800,5.200,4.800,4.457,1154.000
4.800,5.200,5.200,4.160,1058.000
4.800,5.200,5.600,3.935,1017.000
4.800,5.600,4.400,4.563,1182.000
4.800,5.600,4.800,4.200,1084.000
4.800,5.600,5.200,3.935,1018.000
4.800,5.600,5.600,3.733,915.000
4.800,6.000,4.000,4.800,1136.000
4.800,6.000,4.400,4.328,1063.000
4.800,6.000,4.800,4.000,1005.000
4.800,6.000,5.200,3.759,921.000
4.800,6.000,5.600,3.574,893.000
4.800,6.400,4.000,4.571,1013.000
4.800,6.400,4.400,4.141,949.000
4.800,6.400,4.800,3.840,901.000
4.800,6.400,5.200,3.617,830.000
4.800,6.400,5.600,3.446,808.000
4.800,6.800,4.000,4.387,1024.000
4.800,6.800,4.400,3.989,964.000
4.800,6.800,4.800,3.709,887.000
4.800,6.800,5.200,3.501,845.000
4.800,6.800,5.600,3.340,772.000
5.200,4.000,5.600,4.707,1123.000
5.200,4.400,5.200,4.516,1175.000
5.200,4.400,5.600,4.252,1118.000
5.200,4.800,4.800,4.457,1173.000
5.200,4.800,5.200,4.160,1075.000
5.200,4.800,5.600,3.935,1033.000
5.200,5.200,4.400,4.516,1172.000
5.200,5.200,4.800,4.160,1075.000
5.200,5.200,5.200,3.900,1010.000
5.200,5.200,5.600,3.702,908.000
5.200,5.600,4.000,4.707,1123.000
5.200,5.600,4.400,4.252,1049.000
5.200,5.600,4.800,3.935,992.000
5.200,5.600,5.200,3.702,908.000
5.200,5.600,5.600,3.523,881.000
5.200,6.000,4.000,4.457,1082.000
5.200,6.000,4.400,4.047,1005.000
5.200,6.000,4.800,3.759,934.000
5.200,6.000,5.200,3.545,887.000
5.200,6.000,5.600,3.381,806.000
5.200,6.400,4.000,4.259,967.000
5.200,6.400,4.400,3.883,911.000
5.200,6.400,4.800,3.617,841.000
5.200,6.400,5.200,3.419,803.000
5.200,6.400,5.600,3.266,785.000
5.200,6.800,3.600,4.626,912.000
5.200,6.800,4.000,4.099,861.000
5.200,6.800,4.400,3.750,816.000
5.200,6.800,4.800,3.501,783.000
5.200,6.800,5.200,3.315,731.000
5.200,6.800,5.600,3.171,717.000
5.600,4.000,5.200,4.707,1148.000
5.600,4.000,5.600,4.421,1095.000
5.600,4.400,4.800,4.563,1145.000
5.600,4.400,5.200,4.252,1067.000
5.600,4.400,5.600,4.017,960.000
5.600,4.800,4.400,4.563,1165.000
5.600,4.800,4.800,4.200,1070.000
5.600,4.800,5.200,3.935,1006.000
5.600,4.800,5.600,3.733,906.000
5.600,5.200,4.000,4.707,1139.000
5.600,5.200,4.400,4.252,1064.000
5.600,5.200,4.800,3.935,1005.000
5.600,5.200,5.200,3.702,920.000
5.600,5.200,5.600,3.523,892.000
5.600,5.600,4.000,4.421,1090.000
5.600,5.600,4.400,4.017,1011.000
5.600,5.600,4.800,3.733,939.000
5.600,5.600,5.200,3.523,892.000
5.600,5.600,5.600,3.360,809.000
5.600,6.000,3.600,4.755,1049.000
5.600,6.000,4.000,4.200,986.000
5.600,6.000,4.400,3.834,927.000
5.600,6.000,4.800,3.574,883.000
5.600,6.000,5.200,3.381,814.000
5.600,6.000,5.600,3.231,795.000
5.600,6.400,3.600,4.530,940.000
5.600,6.400,4.000,4.024,884.000
5.600,6.400,4.400,3.687,835.000
5.600,6.400,4.800,3.446,800.000
5.600,6.400,5.200,3.266,779.000
5.600,6.400,5.600,3.126,729.000
5.600,6.800,3.600,4.349,951.000
5.600,6.800,4.000,3.880,898.000
5.600,6.800,4.400,3.566,850.000
5.600,6.800,4.800,3.340,786.000
5.600,6.800,5.200,3.171,756.000
5.600,6.800,5.600,3.038,701.000
6.000,3.600,5.600,4.755,1071.000
6.000,4.000,4.800,4.800,1192.000
6.000,4.000,5.200,4.457,1113.000
6.000,4.000,5.600,4.200,1004.000
6.000,4.400,4.400,4.714,1208.000
6.000,4.400,4.800,4.328,1133.000
6.000,4.400,5.200,4.047,1035.000
6.000,4.400,5.600,3.834,996.000
6.000,4.800,4.000,4.800,1186.000
6.000,4.800,4.400,4.328,1109.000
6.000,4.800,4.800,4.000,1048.000
6.000,4.800,5.200,3.759,957.000
6.000,4.800,5.600,3.574,927.000
